Sentiment,SentimentText
0,I keep receiving beautiful pics of the beach from @Charleymagne while I'm in my office working...getting bitter
0,Is Home Alone Yet Again; Mam And Dad Rather Go To The Club Than Stay In With Me Or Take Me Out; Yes I Think That Proves How Loved I Am  !
0,aaaaaw i want to live in the USA
0,or even NOOOOO NOT THE SECRET NAMEREBECCA PLEASE
0,Another two hours of work. Ugh. It goes by so slow. And im sore
0,Today is 777 days until LeakyCon 2011. Awesome number but I wish it wasn't so far away
0,21 days away from being evicted
0,Got really sick today  text me later. Nap time
0,Cant find my red lighter that reminds me of Amy
0,reyt fancies a valentinos. Worst of times considering i can't have any
0,he wasn't there today   my free day from when the bell rang and wen it rang at the end was okayy..but after
0,my head is hurting
0,I have the weirdest hives all over my legs and arms. What the heck am I allergic to? It itches SO bad! Dang it!
0,why does @mitchelmusso never reply to mee  he must really hate me :l
0,Just getting back into the swing...Still sore from my surgery  and tired...Coffee time!
0,Lula is not feeling well.  http://tinyurl.com/m8kcsq
0,"@lil_kimmeh Me too, I miss it.  I, however, will #humpthestump for the rest of my life."
0,@iGoByDoc Noes! No kills spiders. They are mostly good. They eat bad bugs. They make WEBS like we do. So you are smushing one of your own
0,Neil just picked me up for the show. My tailights out  cause of heartless hit and run.
0,This is a big weekend... final project is due Sunday Night... I will be at this computer all day and night....
0,"My tooth is bloody killing, not sure I can wait until next week to get it fixed"
0,lots of Reqs today.... no fun
0,"@_iDANCE19 well yes lol ..  i had a chat with them earlier , there just not willing to learn anything else"
0,wanted to go to the club...dancing;)..but now iï¿½m tired anyways i have to go to work tomorrow!
0,Madly in love with The Row..wishing i had money
0,i feel like crap
0,The pool is just not fun without Tim in it...
0,@cassiefasho i wish you still loved me
0,I am very sad because I have gone on the show McFly fan I am of them!
0,ohh my tooth is hurts ohh  im sad it very hurts
0,"Alexxx Im gona miss you today. Im so sad, noooooooo"
0,@shanedawson Sadly I live in Scotland though Shane  &lt;/3
0,I wish I was laying in the sand listening to the waves crash against the shore!!!
0,@DimepieceMag Ahhh. U know ur sh*t...Love it!!! lol How's the next issue coming along? Been out the loop  sowwy
0,@ego_assassin  We are soooo sorry   We love kitties and know how much they become a part of you.
0,"trying to straighten my hair, but it's too effing hot in here. also, i need food"
0,you know what it is to see people you love most in his country and could not get closer?
0,dont wanna work tonight
0,Barg - We posted the GMOD to you for your birthday!!! But you didn't see it.
0,We're all a little upset cause Stephanie didn't bring brownies today.
0,Having asthma issues today.   BAH!
0,its friday &amp; every1 has plans but me..my mom is laser tagging w/ friends(haha)My brother is out..my sister and dad r working me-bf=alone
0,@JJaneBB I didn't include that in my getaway music.  I fail.
0,"@heidepaneer   We could probably get some $$ for it on craig's list.  List it, I'll cry later."
0,@wojo4hitz @marchingstars @winkiedinkie @erockett89 Now I feel left out...  All alone in AZ...lol
0,@victoriax64 im sorry
0,producing the 6 with @PieterBickford then anchoring... and a sad goodbye to Miss Lynne Ashminov  we will miss you!
0,Sulking at home while it rained was poor strategy.  Now i'm watching the sun shine from a desk in the Robarts reference room.
0,Is leaving Utah today  Super Sad Face
0,R.i.p. to my lil sis's cousins babyfather Jimmy aka GemStar
0,@shabooty are being douchie? lol...thats hilarious man. i have a headache from the meeting.
0,This week has been so lonely without gossip girl xoxo
0,@bloodyironist that sucks.  But woot for Misha.
0,@lizzerdrix I hate cottage cheese.  I even got some fancy stuff last weekend with lemon and berries...I could only eat half of it.
0,I have to work tonight  But I get my paycheck!
0,@UncleRUSH so unfair i wanted to watch it but up came a message saying &quot;this video is not currently available in your country&quot;
0,in science class right now... urgh... stupid project.. don't wanna go to track after school! too tired!  lol
0,@tommcfly i hate feeling like this
0,@Aonir awww don't be sad  we'll download a copy for you!
0,"@photogjack Yeah, the prices on the used market for Hasselblad are not even close to the way they used to hold their value. It's a shame"
0,@megs775 I'm sorry Megan!!!    I'm sure he will find something quick.
0,My daddy left to go back home to Texas  i will c him hopefully n the next two months
0,Gained 3lbs wish I could afford something other than top ramen... If only I had a job...
0,"gotta buy the second season of  ghost whisperer now, but noo moneyy"
0,"@TehBlue I don;t know how they interact. I'm getting better with the pain, though. I want to give my poor liver a break."
0,Getting one of the lil GEM's ears REpierced after work today- definitely dreading it
0,"Maybe I was wrong, this week could have stayed good, but it didn't"
0,http://twitpic.com/67f8q - This is making me sad
0,I'm bummed that the @retrorewind contest is only for the 48 states   What about Hawaii??
0,@FreyaLynn lol seriously.  fail. ::sigh::
0,@TraceeEllisRoss no not at all. I MISS GIRLFRIENDS!!!!  i have all the seasons.
0,Sucky day so far hope it gets better
0,@tromboneforhire No Zune HD at E3???  This means no games on the Zune HD like I dreamed.
0,"Home from marble falls, back to reality"
0,im watching tv at home wishing i could get a chicken shish delivered but not go enough pennies
0,@Crizzoid I cant stand summer fever (for me) and when the weather gets really humid  lol
0,"And why do they think &quot;how much they want it&quot; is a factor? I really want to be 19 and fit again, but that's just not going to happen"
0,"@millionfagmarch ah, I misunderstood your message. but really dislike the F word in the url   good luck with the march"
0,Apparently it's 21 degrees in Kilkenny now! And some comedy would be a great remedy to my boredom! Why the hell did I leave Kilkenny!?
0,"So much for having a fun day off at the Brewer game... at home, sick"
0,being LAME and not in deland with his favorite people
0,Poor little MBA is on fire again
0,"@mrskutcher sorry Demi, just read post that you can attend BGT. Im sure your support for SB has helped tho  a world without paps PLZZ"
0,@ddlovato or with other food like i can't put penutt butter in my bread it always broke my bread  y need to tosted TOO MUCH NOW
0,Demi is a super girl but she don't like the french fans
0,Staying after school today
0,wish i was camping at loch lomond right now  stupid work. what film should i watch?
0,lol exams i didn't go to mcast or other school i finished form 5 and that's it soo disappointed in myself
0,... lunch is no fun when you have nothing to eat.
0,@dorkybarb There are currently 0 penguins at the MN zoo...  but we can go sometime soon.
0,@saytri lol exams i didn't go to mcast or other school i finished form 5 and that's it soo disappointed in myself
0,"@gi_ri_ja  it sucks, doesn't it?"
0,Baby just left  gonna get ready (again) and I'm leavin'  Chilis = Full -_-
0,"Sadly, the time has come to put my mom in a home"
0,@KellyOlexa my monday starts on friday  but @ least I only work 4 days a week (long days)
0,@NightRPStar I don't think so. We just hired someone for that.
0,@MelanieRicheson - I used to have NKOTB sleeping bag too!!  I don't know where it is now
0,no class the next two days...but work  everyday from today til next wednesday  so sad
0,@lovekelsey she's not coming to detroit  only grand rapids in october...
0,@socha4e Me too! I know  I miss all the excitement lol
0,http://bit.ly/GQdbD  one of the saddest songs I've ever heard
0,wish it wasn't raining
0,http://twitpic.com/67fue - My formerly pretty car
0,@ it hurts me that my sister has so much potential and she isnt using any of it  what a waste of God-given talent.
0,back to Salvador. Wish I was in Sao Paulo to see the second concert
0,Draining my iPhone battery in half a day without making a single call sucks!!! It's only 9 months old! Huge FAIL on Apple's part
0,@Lakers Stu Lantz is awesome! I miss Chick Hearn tho
0,"@Samm_xx awww, that sucks"
0,@mitchelmusso Im sad i cant go. it makes me sad
0,So sad they discontinued my sesame tofu salad at trader joes
0,"Gonna miss you Nanna &amp; Bampa, She going to the lake disdrict ):  Omg !! got disney channel. Miss you baby matt  Love you x Will do mitchel"
0,"too cold to take the boat out tonight   might go out anyway, but danvan isn't in operation either. BUMMER"
0,@Aonir I'm trying to convince @janeylicious to wait a bit to see Up! as well. She doesn't want to see it with me
0,"@TheRankinFiles to be fair, she was asking about mktg cd's, etc, but I suggested more and she never even emailed back."
0,@davidismyangel is enough time!! (if i get into VIP!) but i know that doesn't make up for it  at least they'll have each other!
0,You can't even gift money away these days.  re: http://ff.im/3lqUx
0,"@AnhHoang ?? Sorry you posted the vid again, but it won't load for me..."
0,"@Agarcia1097 y r u so defensive on the bus??!!!?? Being mean to me, you make me sad!!!"
0,I want to go swimming
0,@the_law_rence &amp; @SimplySarah19 WHY?! my head feels like the surface of the sun  underneath a beaver pelt.
0,Mi corazonsito tiene frio... this weather sucks!
0,bad mood and i dont feel good. too bad no one cares
0,@jeremydurden I really miss you right now
0,@brianna_love aw i'm not goanna get to see you tonight   cos i have to leave tot's early to go to missy's bday party. pullin a double haha
0,"@tinytim2701 Can't go out this weekend, 12 hours of exams next week prevent it  Got my uni summerball next Sat though, should be good!"
0,Sticks and stones may break my bones...but words will hurt forever.
0,@chickwoman97  im riding the highs and lows of moods now.... chores blow
0,AC in our building died.  Been like that for the past 3 days
0,"@leathermartini Awwwh.    Sorry!  We'll be glad when you're closer to us, though!"
0,Awww that lil girl on bgt :'( when they said she didnt have time :'( that was soo sad  and them huggin her
0,"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means no b-day cake  buy my own??"
0,saddest celeb story of the week  http://bit.ly/h09Ph
0,Holidays are now over - not fair!!
0,Stupid Twitter - now I'm faceless ...
0,@johnhensel hate u....  I have 2 wait one week to see it cuz here (Puerto Rico) is still coming soon....
0,@mitchelmusso i wish i could but it would cost too much to call you all the way from the UK
0,@mitchelmusso is the album getting a uk release? if not ill have to order it and pay a huge amount to get it shipped to the uk
0,@mitchelmusso i can't i can't i can't  i'm sad.... i'm from venezuela!
0,everyones just set to &quot;Away&quot; on msn.. nobody to talk to :\
0,"@HeroBeth That was my entire week!! I didn't get to design once while at my GRAPHIC DESIGN job, only at home doing freelance. Sad."
0,@Clumsyflic the kid that got a second chance shudnt have. mowgli didnt. gutted
0,really really misses her
0,"oh yes, the Cavs win game5, now onto game6. it's still danger, they HAVE to win this one either, it's no shot for the championship"
0,"Damn, I never knew I could miss my phone so much for 4 hours till they told me I won't have it back till then"
0,"playing with Zeke, he's leaving today"
0,@KellyCombs  I'm bummed to miss you.   Hope you enjoy your writing conf. tho!
0,I am sucking with the abbreviation today. Sorry  My sentences look like my eight year old is typing them. lol
0,"@aaronob I had it! On my itunes, but then I lost all my songs."
0,"Its official, I'm having the worst day. I called it a mile away"
0,i'm sickk  ... tomorrow will be a disaster if i don't get better.
0,im depressed on this pretty day  Everyone either is doing something or CAN'T...bleh -.-
0,@pawstoupdate that breaks my heart
0,"@mitchelmusso it's so sad, i'd love to talk to you but i live in the uk  can't wait for the new album, please say hi to me xxx"
0,"@DirtLawyer Re: SWA &amp; Pets - Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know."
0,"@ultramegaman I've never done a Friday digest... today is an anomaly, usually my schedule on Fridays doesn't leave time for it."
0,I already miss my Mohawk.
0,Arrived safely in San Fran. Disgraced to report that I tossed my cookies. Seems I no longer have the constitution for flying.
0,@gillianre  im not happy im emailin a complaint! haha il hav 2listen again on sunday
0,"@LexieLovesgreys well sadly I live in the most boring city in the USA, so there is nothing to do here."
0,"Cant believe Venus lost. A real shame. Smh. I think im getting sick  Had such a crap week, doesnt look like the wknd is gona be better!"
0,my baby man is 4 years old a week today  he's growing up too fast.....
0,@Suziebee123 yes dear....  ... I'm opff bbl8r
0,came online for a big cause. ruined
0,"@arnteriksen I'm having exactly the same day you are, man. Just buried over here  #FollowFriday"
0,"@kaelahbee Aw, Kaelah I feel so bad for you. This sounds serious? Please get better soon. I admire you for still working hard and stuff."
0,is feeling Fab today and missing my boo
0,"@RosalieJHale I'm fine, I've just been trying to figure out the meaning behind this song, and I cant think of anything.  urlm.in/cnmt"
0,fed up of pain now
0,Broke the laptop again...
0,just wants to hear his voice
0,"my dog poppy is poorly  i hate seeing my pets ill, so sad!"
0,"Hernia is hurting way more than usual tonight, no way I'm able to go out!"
0,@eabearce oh @ work? poor boy
0,Got a bad headache
0,Why do my friends feel as though they don't need to bring gifts to my house warming...A mess
0,"@nova_caine I saw it, it made me sad"
0,"Dammit, forgot to go canvas shopping today"
0,another long day..glad its the weekend..but still on call
0,i don't even want to go to the store to get ice cream.  i wasted a cute outfit on... sitting on my ass on twitter!!
0,"stomach cramps; sat in bed with a hot water bottle having some hot milk &amp; toast, i feel like a wi girl again :') minus the stomach cramps"
0,Omg what is up with parents today !  I've been fighting with mine
0,"@sheila_libere ...Moving all done, no internet until Monday   at an cafe, like the new place, and work is fine. everything else, so so."
0,@MISSCOKASPLASH yay but you missed naptime
0,@oyfreakinvey u witch! im upstate in a fucking hick dry county. so no alcohol or ethnic food.  im crying.
0,"@nicole531 http://twitpic.com/5rylt - ur so lucky! there, the stage its so close of theem! here not  i think we're dangerous (?"
0,I am sitting at work watching the clock.  It isn't moving fast enough.
0,sorry to tweet about BGT but poor wonderful crazy weird Greg  so not fair. the silly little girl is never going to cope. urgh. NOT FAIR.
0,this day has beasted me.
0,&lt;-----bored to death
0,Oh no! I just read they are going to do a remake of Girls Just Wanna Have Fun   Stop it hollywood-just stop!
0,@laurenbernal MAKE ME ONE! I'm still craving shrimp
0,Craving munchkins so bad.
0,"@briarlaboheme oh dear.  that is terrible. however, moleskine notebooks rule. a lot."
0,Time i get into The Game they cancel it there will not be a 4th season  i like that show!
0,my girl friend also dropped me
0,Watching QI on Dave - still quite bored! Not even Adam Davis can cheer me up.  And he's quite funny.
0,My hips are too wide to rock those mario Kart shorts  why couldn i have the bone structure of a 12 year old boy?
0,@blkademic I'm sorry to hear that! sometimes family sucks
0,Sick at home and so bored  I want to get better already so I can enjoy being a college grad!
0,"weekend, bought Lost Odyssey, YAY  ------- however, my 360 RROD'ed on me  it's the second time"
0,no southland this wk
0,http://twitpic.com/67hvr - This picture is from last year freshman year how I miss thos days
0,is not having a good day... I havent had a good week forreal!!
0,I had 2 hoes .. now I have none
0,@Fall_in_love aww me too!!!  we miss you.
0,we're getting another puppy  ... not cool... really
0,woo hoo its friday!! ....wait.... i have to work at the cleaners tomorrow.
0,@gergtreble I trailed the streets of Sheffield and couldn't find the pub!  And all the numbers I had were landlines. How goes it?
0,I need to relocate to the west coast.. This weather here is killin me!!!
0,@mileycyrus why you never answer me...
0,"me and chloe are drinking away our sorrows, Dreambears SO should've got through"
0,@epiphanygirl man i missed it!! Ive been waitn all day 4 u 2 giv the tix away &amp; then whn im rappn up @ wrk u gav my tix away! Im sad!
0,is loving the half day! If only it wasn't raining.  Soccer Practice tonightt.
0,Having a light depression. Just payed an extra bill from last years taxes... Must find a country with a tax that is lower than 56%
0,My fingers hurt
0,I miss my daddy so much.
0,just cried all the way through the final episode of ER... and the 'previously on ER' documentary about it!
0,Im going bed i dnt feel well as always
0,@julezykins must be kidding. No boys (definately)(I hope anyway o_O) and no girls (probably) honest I must be proper ugly no-one likes me
0,really is missing her daughters in Haiti!  Wishing i could go back.
0,@batman_sounds bicycle? Sucks i cant ride with you
0,Just got to work. Only today and three days left.  my heart is breaking.
0,"Fuck, we have some kind of bugs in our house. And we dont know why or what it is"
0,@CaptainFlashman  Oh no - Poor you!!
0,@active_girl - Bummer...mail came but package didn't
0,@lilyroseallen yes........there are many cool things americans cannot watch
0,I is so lonely
0,http://twitpic.com/67iab - Rounding bases - she was fast during relays. Not so fast during the game
0,Guess I have to go back and scrape out the oven now. Blerg
0,why on twitter does no one talk 2 me i know your all celebs and i'm nt but it's nice to be spoken to once in a while
0,What happened to the warm?  I will commence pouting until it returns READYSETGO
0,fridayyyyy!!.... but i'm working
0,@whitney_g my day just hasnt been the same without ur running conversation all day
0,@LeesaB nooooooooooooooo! well the 4G will prob be out in June but that doesn't help u now
0,I am very bummed that there are no babydoll or spaghetti-strap tank Three Wolf Moon t-shirts. Love the meme; hate wearing a fabric box.
0,@itslisali Too bad I can't come!  Enjoy urself tho.
0,I'm boredddd. The day has gone quick  I don't like it!
0,"Darn, I had one and it slipped right through my fingers"
0,"Finally the school day ended, Friday Friday Friday w00t! But it's raining outside."
0,I need to play inFamous... Where's a free Blockbuster rental coupon when you need one? I miss that Coke Reward
0,justwatched the most depressing episode of Jon  Kate EVER!!!i actually almost cried.
0,Wish I had a laptop charger so I could tweet faster
0,is veryyy upset she cant go to hacienda tonight because the stupid nuggets game
0,"When you FEEL you can not LIVE without something is when IT is taken away.   Oh, to do it all over again with what I know now.    Movin ON"
0,Comin back from the mall didnt get anything cause i have no money and stuff  but tuesday is pay day ilu ~Joshy~
0,i am the only arabic girl who's online  every one is  a sleep ..
0,my new picture won't upload!!!
0,photography class over summer cancelled. going somewhere i dont want to and missing the spring game  and no email from eric swist
0,Off home ill from work. This man flu is hell
0,"wanted greg pritchard to go through     what a silly, sobby and hopelessly dull little girl hollie steel is?"
0,"@EshSoMajor how dare u? after all the love making we've made over email, im a stranger? u never replied"
0,lost my keys at the mall... took me 45 mins to find them
0,@yelyahwilliams Noooooooooooooooooooooooooo! You can't do that
0,Whuuurrrrr - glands really swollen now. Guess the weekend's a blow out.
0,nothing good on TV
0,@RedStarFuture awww NO. you're not ugly.
0,@allysonrobinson ...as well as bell hooks Teaching to Transgress.  Sometimes I miss teaching &amp; messing with bad system.
0,@moonfrye Working extra hours...
0,Great first impressions about the little netbook- they only downside is there is no access hatch to upgrade the RAM
0,Just saw up with my favorites and surprisingly it was way too sad
0,@don_iain well my team couldn't
0,i have no followers
0,Its an undeniable truth.  I suck at talking to people.  No good at making a connection.  i come off as either strange or distant
0,It's Hollie spelt with an 'ie' not a y!! She made me cry on BGT tonight  Gxx
0,"iigghhtt, just fur geet it. idc. idk. eh blah ugh. blah idk... hah..=] um yah.. immboredddd, ugh  ill just fuckitt"
0,"How did I give birth to a SCREAMER?? I hate screaming children!! I guess I hate screaming children besides my own, now."
0,Yea!  Headed home to change and head over to Pelham.  Sad thought... suposed to be heading over there for the NKOTB concert...
0,"I love summer, but I oddly don't want this school year to end."
0,@yourboogiegirl DUDE. same.  it hurts
0,@falselove OH THAT'S GOOD! My top 4 are: The Haunted House/Sound one; Bakery; Inside Ralphie's body; &amp; ..... I FORGET!!
0,@Gracious_Greta That is so not good.  Your box is worth way more than that!
0,Doh. In a rush to get to the Puma Open and I just got pulled over. So sad.
0,"@Impala_Guy In the past it was ok but since iï¿½ve got my own appartment, my own car........itï¿½s very difficult to save the money"
0,@yagulmez yea i just got outta one too....i want him back tho  but i feel the same way...i'm cool on dudes for a lil while
0,"Today is a sad day for Tucson: http://tr.im/mQ39 I shall miss the sour cream apple pie, fondue, and separate seating for groups with dogs"
0,"@JoeyArceo yeah, but no new material."
0,"@ACMcWhale really good, but it's definitely not a 12's. So many people getting burned alive"
0,@AnimalBehavior_ sorry  i dead ass was gonna do that
0,"Been a beautiful day today i love the sunshine, missing my man though he is away all weekend  xxxx"
0,plans got ruined no blackstone  going to carnival tomorrow if the weather is good
0,@xoxoJennxoxox I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache &amp; eyes hurt
0,facebook is being a bitch
0,Sad because i cant go over my friends house
0,"Yep, lost my bet to chris"
0,"Messed on these   But I'm makin' it right! @taraellis19, @dontennant, @elikamahony Best Holy Day wishes to you all!"
0,why do i even bother anymore? Everyone is makin me feel like im a waste of space
0,I feel like last night was a dream... Well I guess I should say nightmare.
0,It's not gonna happen again
0,attempting to count the days till i return to canada...theres alot of them
0,i am braid free  i miss thee ... BLOND HERE I COME!!
0,"I'm so sad, really really sad"
0,i really cant take this.
0,@jonathanrknight  still no direct message for me. what the hell am I complaining about? i'll c ya in 27. if u don't answer i'll ask in 5*.
0,EMO moment!!  Just said good bye to my best friends EVER! But we'll meet again for sure!
0,OMggg. i just heard someone is gonna die on the new season of the secret life of the american teenager  noooo.
0,@theycallmeTAP http://bit.ly/3oRh6 &lt;&lt; i miss music like this
0,my little sister told me i have a double chin  aww
0,surgery effin hurts
0,@Jesusfreak1900 probably.  sucks for you.
0,I hate when a program freezes during installation.
0,miss him way to much... just cnt stop thinking of him   nite nite folkkz...
0,i'm a little sad that school ended today i'm moving so i'm going to miss all my new friends from this year.    just got a hair cut
0,At drs again
0,rec game....trying not to cry...the pain is to much..i need him...can't lose him &lt;/3...my heart is breakingg
0,@Amanduuhhh Omg same here! They hurt so much
0,"@hardrockchick super but I caught a cold on the plane.  not as far forward in line as I'd like, but the extra sleep was dearly needed."
0,i'm so hungry
0,@arikhanson Shoot! I voted and somehow looked over yours ... boo hiss. Forgive me   Have a great weekend Arik.
0,@hummingbird604 @brendonjwilson @gregeh But @LeftCoastMama is right: This is like the Cape Breton coal mines but ++. No lessons learned.
0,Back to the freaking homework.
0,@mikki_kayla02 MEEEEEE TOOOOOOOO!!!!!!!!! I'm gonna be SO disappointed if it's just season 7.
0,My brain hurts
0,@joenkobema73 what's wrong? How come u in pain?
0,missed Britains got talent    gutted.
0,maaaaan last night was a funny night! sad aswell tho
0,it's sunny but i'm bored  sad call or text me
0,I could live off of mediterranean food for the rest of my life. I miss home
0,@lilxcutiesworld He played the song but didn't send it out as a request
0,i'm kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks
0,"@_CorruptedAngel my god, really! Really? 50? Christ"
0,"@emo_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x"
0,@crust123 there's just no air
0,@eddyizm Do you not like turtles?
0,@PembsDave lmao im gutted cos it didnt come out right
0,Last 3 days of school....I'm sad but happy but anxious.....
0,"stupid Folkestone cinema is only showing Star Trek 3 times, damn them"
0,@mrinklin i have started saving my Tumblr drafts because that happened to me this week and i was so sad
0,"@marijo008 no he sabido nada de ti, this is making me a bit sad I must say!"
0,"im sick,youre sick. imy"
0,She is beautiful @webduck. But don't feel badly. Some neaby grans see grandkids about the same amt.   Can't go to them = out of luck
0,"@TheeRealFDHC Welcome to Glasgow Felix, sorry I cant be there tonight"
0,@lilyroseallen britains got talent is rather disappointing this year
0,"My sister is having a stupid party &amp;&amp; I wanna hang out with my friends, but hilly won't txt me back..."
0,I want some pineapple! I miss my baby
0,My sunburn itches  ouch
0,@karamat If only we could ever actually be allowed to stay here and do that
0,Oh no it's storming... gotta get off the computer.
0,@nickwall0 Im not bannished... but I am at work till 6
0,@annejsimmons Just the mother of all bad days
0,i think they are working why eyes are drooping  its so weird being under drugs i dont like it ... cant wait for tomorrow though
0,Seriously Bored Now!!!
0,@AKDB Tell me about it
0,@Sandy_B_ Shes bad they won't sort her out and is in a lot of pain
0,"Oh yeah, this is why I don't like waking up early.  Around mid-day I get all tired."
0,@julierubes I won't be at the game.  Found out too late.
0,@SUPERRZAAAP i forgot the yardsale event! ooh how pity i am
0,"@themakelounge -- No fair, I want a sticker but I just moved away from London"
0,i've got nothing witty to tweet
0,Have to work today.  http://plurk.com/p/x2rt8
0,Greg Pritchard was ROBBED of a place in the final of BGT... Cry baby bitch-face got through instead
0,oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz
0,got to clean the bathroom today.
0,@BTV_SUPRNATURAL  ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham
0,@wendica I checked.  We didn't win
0,@honorsociety luvvv it- but one aquestion-why isn't there any full moon crazy tour date for toronto!?!?!?!!??!
0,i just watched Marley &amp; Me...i cried so hard!
0,"just missed to answer his IM AGAIN! For the nth time! This is making me sad.  Whenever he IM (which is all the time), I am always out."
0,@RobbieBarnes No Sky. Terrestrial analogue only
0,I'm craving something salty in my mouth!  Tired of pretzels tho.
0,"aww, anyone see hollie steel on BGT tonight? wharra shame"
0,http://twitpic.com/67k9w - - My besties. If only @DemtriaLovato was there.
0,"Is there a way I can sleep for the next 8 or 9 days? That way when I wake up, she'll have returned &amp; I wouldn't have missed her SO MUCH!"
0,@MalcolmMillion nah i understand you cant cancel i just wanted you to come
0,@honorsociety i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers
0,I am so sick and tired of this on and off rain
0,@nataliejanette Im so jealous that Im not going to blogher
0,@LisaTayl My stay was great! BUT my mother gave me the cold/flu before I left and I still have a cough...
0,It's 10.30pm on a Friday night and I'm going to bed. How pathetic.
0,@leirastorm  That's sucky. We'll miss you being on.
0,jazzy we should be in vegas w A team
0,"@jerrib247 sorry mom! I didn't mean to. I shouldn't have tweeted that, you are already having a hard day  Love you!"
0,Ohh boy my babys tooth came out !
0,@ludwikc broken  I can't c it
0,Loving the new skype! Especially for someone like me who lives half a world away from home!
0,on my way to work. I'M SO HUNGRY!
0,@DubarryMcfly really has anyone got through to the finals yet? yeah was it i was stuck in class for most of it  loveyoufletch xxxx
0,now its raining in PHL and more delays in the flight schedule - bummed that I will be missing Jay Leno's last tonight's show today...
0,Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I'm already dead tired = very bad.
0,mummy i need you
0,went to see the dentist. can't eat and im starving. really sucks.  and ist's painful.
0,"have to change practice pools, someone threw up in our normal pool"
0,did crossfit running today...agitated my right leg
0,@MFarrugia I never was good at platform games...
0,@ninjabetic Oh no!!    Hope they get you in soon and can make you feel all better.  Hugs from the other coast!!
0,just went to the dentist my mouth hurts and I can't eat until 8
0,ahh sore throat and tired. want to go back to bed. but have work
0,@lexiloohoo i'm sorry  today's been nothing but a fucking heartbreak
0,Well it's official I have strep
0,no one calls me anymore
0,"is on her way to Seattle! Yay for Seattle, boo for Matt leaving."
0,@Itxi_Itx no credits for me unfortunately!
0,Best friend is leaving to go back to school today..I am so sad
0,Sunburn hurts...
0,I dont like this random gloomy weather
0,wishes people wouldn't be so stubborn sometimes.
0,"Whoa, I didn't mean to sleep for more than an hour"
0,@misscherrypie  I wish you could get back in yours!! I'm thinking only 16 hours a week out of the bubble would be okay?!
0,is feeling rather lonely and broke...oh wait...I am lonely and broke.
0,@Flossalini no panasonic charger.sorry
0,He didnt leave a voicemail..  -121908inlove(:
0,"@DenyButterflies Omg. I am so sorry. Sorry, I never know what to say"
0,Just drove by fisher and I feel so sad
0,@siirensiiren meagan rochelle &quot;the one u need&quot; i would say &quot;cater 2 u&quot; by he didnt produce that.
0,"It is so miserably hot, the a/c in my house is broken"
0,got beat by super LARRYonation
0,@irishjonasfan lol now your making me feel bad for not coming on  lol
0,@sheistheemily pq vc nï¿½o pediu amor
0,"Hello and thank you for all of the #followfridays people. I always forget, sorry"
0,I just spent 45 minutes at the book store. I only bought one book.
0,missing @justbrad on his birthday
0,@beckyhope ahh yeah i get what you mean i have an Alevel retake exam the day after the gig  so yah im pretty stressed!!!
0,"to be really really... not bored but bad, i won't know the news  but thats ok. BRB x"
0,@SimplyKia o iight we gonna miss you tonight
0,Need to sleep but can't
0,@kimitwi btw i have your report too &gt;:] omg at lunch today we had to move from the HC to the trees cause of the heat &quot;/ all my days suck
0,"i have officially hit the wall, totally nonfunctionalproductive at work"
0,@mumalot I corrected myself
0,"@JasonCalacanis damn I missed the live show, guess I will have to wait till it is available through iTunes"
0,that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.
0,"@Goatzilla  im not that good yet, my parents still buy me clothes and stuff when i need them &gt;_&gt; but i dont get pocket money anymore"
0,Just heard a single i had been waiting MONTHS to hear....and...im disappointed.
0,@lightsresolve I'm so mad I cant go to that...you're like an hour away from me.
0,"probably going to miss Silverstone's race again this season in iRacing , so sad   this track is pure laser scanned awesomeness"
0,"@flashyfem Sorry to hear that.  If I didn't already so much planned this weekend, I'd have considered going too."
0,@melroze90210 I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!
0,"@drmenlo sorry about Mr Grey, Menlo"
0,"@SophieChadwick no i didnt! i couldnt get to liverpool today, of all days!  did you?"
0,wanted to sleep but a friend from Denmark just poked me on IM
0,@atraiocatharsis dont ignore me
0,Rainy day in Philly  looks like it's gonna be a movie night.
0,"@MaxLucado WGN in Chicago used to be the calm airing of ideas, but in the last 30 days they changed the programing to sound-bite shouting"
0,"@mspixieriot that sucks...wish we could get it there cheaper...   if you're in montreal, there's a cool shop that carries them up there!"
0,@SelectedTweets Sorry Ali
0,"Has so much to blog, but has no time to"
0,"Shipwrecked all weekend  license wasn't suspended, it got cancelled. Can't take the risk driving and no one lives near me"
0,this is gonna sound really sad &amp; depressing but I really really miss my uncle Sam
0,"Not going to graduation, hubby-to-be not feeling well  so instead, doing more job hunting online!"
0,sad   Miss my friends !
